word,sentiment,n
trumpet,positive,27
tully,positive,27
turmoil,negative,27
unattractive,positive,27
unconvincingly,negative,27
uncredited,negative,27
undermines,negative,27
undertones,positive,27
undying,positive,27
unknowingly,positive,27
ursula,negative,27
ussr,positive,27
vanishing,negative,27
vasey,positive,27
venoms,positive,27
victim's,positive,27
viggo,negative,27
vittorio,positive,27
vogel,positive,27
voodoo,positive,27
warfare,negative,27
waterfall,positive,27
weaving,positive,27
welfare,positive,27
whereby,positive,27
willem,negative,27
willem,positive,27
winston,positive,27
wolfgang,positive,27
wonderland,negative,27
wraps,positive,27
wronged,positive,27
yeon,positive,27
"1,000",positive,26
1929,positive,26
1934,negative,26
1936,negative,26
1946,negative,26
1964,negative,26
250,negative,26
31,negative,26
42nd,positive,26
55,positive,26
6th,positive,26
89,negative,26
abhay,positive,26
absurdist,positive,26
academic,positive,26
accompaniment,positive,26
accomplishment,negative,26
afterlife,negative,26
alabama,positive,26
alexis,positive,26
amaze,positive,26
amuse,positive,26
amusingly,negative,26
angie,negative,26
anguish,negative,26
answering,negative,26
anticipate,positive,26
antonioni's,positive,26
apologies,negative,26
apology,negative,26
appetite,positive,26
approval,negative,26
architecture,negative,26
argentina,positive,26
articulate,negative,26
ash,positive,26
associates,negative,26
assorted,negative,26
assumptions,negative,26
atlantic,negative,26
attendant,positive,26
atypical,positive,26
austrian,positive,26
avery,positive,26
babbling,negative,26
balances,positive,26
ballad,positive,26
banquet,positive,26
bart,negative,26
bass,negative,26
bee,negative,26
behalf,negative,26
behaved,negative,26
believers,negative,26
belonged,positive,26
benet,positive,26
bestiality,negative,26
bimbos,negative,26
bitterly,negative,26
blessed,negative,26
bloodbath,negative,26
boll's,negative,26
bounce,negative,26
bradley,positive,26
brandauer,positive,26
brass,negative,26
breathtakingly,positive,26
brewster,positive,26
briggs,positive,26
brinke,negative,26
brite,positive,26
bullied,positive,26
bursting,negative,26
buscemi,positive,26
butter,negative,26
calculating,positive,26
calibre,negative,26
carole,positive,26
castro,positive,26
catalyst,positive,26
celeste,positive,26
cercle,positive,26
checks,positive,26
cheerleaders,negative,26
chimps,negative,26
chin,positive,26
chinatown,positive,26
chipmunk,positive,26
claptrap,negative,26
classroom,positive,26
climaxes,positive,26
clutches,positive,26
coastal,positive,26
cohorts,negative,26
coin,positive,26
collaborators,positive,26
column,positive,26
comanche,negative,26
comedienne,positive,26
comfortably,positive,26
commentators,negative,26
communities,positive,26
compensate,positive,26
competitive,positive,26
completing,positive,26
conceit,negative,26
concentrated,positive,26
concerts,positive,26
condemned,negative,26
confederate,negative,26
conference,positive,26
consisting,positive,26
contender,positive,26
contents,negative,26
conveniently,positive,26
convert,negative,26
conway,negative,26
corleone,negative,26
council,negative,26
counselor,positive,26
countess,negative,26
courageous,negative,26
cracker,positive,26
crackers,positive,26
crafty,positive,26
creepers,negative,26
creepiest,positive,26
criteria,negative,26
critically,negative,26
culprit,positive,26
custom,positive,26
cuthbert,positive,26
cutouts,negative,26
dangerously,negative,26
dangers,negative,26
davidson,negative,26
day's,positive,26
declares,negative,26
deeds,negative,26
deformed,positive,26
denmark,negative,26
dependent,negative,26
depravity,positive,26
descends,positive,26
descriptions,negative,26
detention,positive,26
devastating,negative,26
devious,negative,26
dicaprio,negative,26
didn,negative,26
dimensions,negative,26
diminish,positive,26
disappointingly,negative,26
dispatched,negative,26
divide,positive,26
downward,negative,26
dreamy,negative,26
dried,negative,26
drifting,negative,26
drowns,negative,26
dud,positive,26
dug,positive,26
dummy,positive,26
dumps,negative,26
dune,negative,26
earning,positive,26
elementary,positive,26
elevated,positive,26
ellis,negative,26
elusive,negative,26
email,negative,26
emile,positive,26
emmanuelle,negative,26
enchanted,negative,26
endeavor,negative,26
engagement,negative,26
enlightening,positive,26
enlisted,positive,26
equipped,positive,26
err,negative,26
excessively,negative,26
exchanges,negative,26
execrable,negative,26
exhausting,negative,26
exile,positive,26
eyeball,positive,26
fairness,positive,26
fangs,negative,26
fargo,positive,26
fart,positive,26
fearful,positive,26
featurette,negative,26
fellowes,positive,26
fend,positive,26
fictitious,negative,26
fidelity,positive,26
flowed,positive,26
footlight,positive,26
forsythe,positive,26
franchot,positive,26
fraternity,positive,26
freakin,negative,26
fridge,negative,26
friggin,negative,26
funds,positive,26
gameplay,positive,26
geeks,positive,26
gerard,negative,26
giamatti,negative,26
gimmicks,positive,26
gloss,positive,26
godmother,positive,26
goons,negative,26
grail,negative,26
grain,negative,26
gram,negative,26
granddaughter,positive,26
grimy,positive,26
guided,negative,26
guise,negative,26
gulliver's,positive,26
gunfight,negative,26
haha,positive,26
hai,positive,26
hamming,negative,26
happier,negative,26
harper,positive,26
hawaii,positive,26
heavens,positive,26
heiress,negative,26
herring,positive,26
heyday,positive,26
highland,positive,26
hindsight,positive,26
hmm,positive,26
hometown,negative,26
homo,negative,26
honored,positive,26
horner,positive,26
horseback,positive,26
hostages,negative,26
hosted,positive,26
hugo,negative,26
humiliated,positive,26
hunchback,negative,26
hungary,positive,26
hush,positive,26
i.q,negative,26
ichi,positive,26
icing,positive,26
identities,negative,26
idiosyncratic,positive,26
imitate,positive,26
immoral,positive,26
impossibly,negative,26
improvisation,positive,26
incomparable,positive,26
incompetence,positive,26
inconsistencies,positive,26
incorporate,positive,26
indifference,negative,26
indulge,positive,26
infant,negative,26
innate,positive,26
insecure,negative,26
interludes,positive,26
interpretations,negative,26
investment,positive,26
islam,positive,26
ja,negative,26
jannings,positive,26
jasper,negative,26
jeepers,negative,26
jerker,positive,26
jerks,positive,26
joe's,positive,26
joss,positive,26
jovi,negative,26
jules,negative,26
julianne,negative,26
julianne,positive,26
kari,negative,26
kenny,positive,26
kiddies,negative,26
knowledgeable,positive,26
knowles,negative,26
knoxville,negative,26
kronk,negative,26
lady's,positive,26
lang's,positive,26
lavish,negative,26
lawn,negative,26
layer,negative,26
learnt,negative,26
lemon,positive,26
lest,negative,26
lest,positive,26
lillian,positive,26
lindbergh,positive,26
lindsey,positive,26
lined,positive,26
locale,positive,26
lorenzo,positive,26
loretta,negative,26
machinery,negative,26
magoo,negative,26
mainland,positive,26
malevolent,positive,26
maniacs,negative,26
manipulating,positive,26
manufactured,negative,26
mastroianni,positive,26
matinée,negative,26
mattei,positive,26
mcclure,negative,26
mcdonalds,negative,26
melville's,positive,26
metaphorical,positive,26
meter,negative,26
metro,positive,26
mexicans,negative,26
michael's,negative,26
miller's,positive,26
misfits,negative,26
missionary,positive,26
missouri,positive,26
mocked,negative,26
modeling,positive,26
mohr,positive,26
montana,negative,26
mortensen,negative,26
moulin,positive,26
mraovich,negative,26
must've,positive,26
myriad,negative,26
mystique,positive,26
nam,negative,26
nameless,positive,26
naomi,positive,26
necks,negative,26
needles,positive,26
neighbours,negative,26
newfound,positive,26
newton,negative,26
noah,positive,26
noam,positive,26
nostril,negative,26
nu,negative,26
offense,positive,26
offset,positive,26
operates,positive,26
opposing,positive,26
orbit,negative,26
orca,negative,26
originals,positive,26
overplayed,negative,26
overseas,negative,26
overtly,negative,26
owe,negative,26
packs,negative,26
panahi,positive,26
pang,positive,26
pardon,negative,26
parked,negative,26
passport,positive,26
pastiche,negative,26
peckinpah,negative,26
peg,negative,26
perkins,positive,26
perky,negative,26
persuade,positive,26
pessimistic,positive,26
peters,negative,26
phenomena,positive,26
philadelphia,negative,26
phrases,positive,26
picker,negative,26
picky,negative,26
pine,negative,26
pinky,positive,26
plainly,positive,26
plea,positive,26
poland,positive,26
pond,negative,26
pouring,negative,26
presume,positive,26
prevalent,negative,26
prevented,negative,26
prevents,positive,26
primal,positive,26
prisons,positive,26
probable,positive,26
programmes,positive,26
prototype,negative,26
quoted,positive,26
quoting,negative,26
rag,negative,26
randall,negative,26
ranking,negative,26
ranma,positive,26
raping,positive,26
raunchy,negative,26
raven,negative,26
rebellion,negative,26
recovering,negative,26
recruit,negative,26
recruited,negative,26
recycling,negative,26
relegated,negative,26
render,positive,26
renders,negative,26
renee,negative,26
renegade,positive,26
reply,negative,26
reservoir,positive,26
retrospective,positive,26
revere,positive,26
revue,positive,26
reworking,negative,26
rican,negative,26
rico,negative,26
rifles,negative,26
rightfully,negative,26
rochon,negative,26
rodney,positive,26
roebuck,positive,26
romulan,positive,26
ronnie,positive,26
rose's,positive,26
rudimentary,negative,26
rudy,negative,26
ruling,positive,26
rutherford,positive,26
sack,positive,26
sacred,negative,26
sceptical,positive,26
screenings,positive,26
scriptwriter,positive,26
seagal,positive,26
searched,negative,26
selleck,negative,26
seminal,positive,26
sensitively,positive,26
sexes,positive,26
shack,negative,26
shaggy,positive,26
ship's,positive,26
shoved,positive,26
showcased,positive,26
silk,negative,26
silliest,negative,26
simplest,positive,26
skate,positive,26
skywalker,positive,26
sledgehammer,negative,26
sleuth,positive,26
sliced,negative,26
slowed,negative,26
snail,negative,26
snob,negative,26
socialist,positive,26
solitary,positive,26
sophia,negative,26
sore,positive,26
spade,negative,26
speaker,negative,26
speakers,positive,26
specials,positive,26
spreading,positive,26
squirm,positive,26
stadium,negative,26
standpoint,positive,26
starving,positive,26
stature,negative,26
steadily,positive,26
stephens,positive,26
stormy,positive,26
strategy,positive,26
strips,positive,26
stylistically,positive,26
subjective,positive,26
suggestive,negative,26
supremely,negative,26
surfer,positive,26
surgeon,positive,26
suzanne,positive,26
takashi,negative,26
tattoo,negative,26
tatum,negative,26
tempest,negative,26
tennant,positive,26
terrifically,positive,26
thirds,positive,26
threats,positive,26
throwback,positive,26
tighter,negative,26
tina,positive,26
tingle,negative,26
toby,negative,26
torch,positive,26
totoro,positive,26
toughness,positive,26
townspeople,negative,26
trait,negative,26
transformations,positive,26
transylvania,negative,26
traumatized,negative,26
travelers,positive,26
treasures,positive,26
trent,negative,26
tribal,positive,26
trivialboring,negative,26
troubling,positive,26
truthful,negative,26
tycoon,positive,26
typing,negative,26
uncommon,positive,26
unconventional,negative,26
uneducated,negative,26
unflinching,positive,26
unintelligent,negative,26
uniqueness,positive,26
unjustly,positive,26
unleashed,positive,26
unrecognizable,negative,26
unresolved,positive,26
unspoken,positive,26
unstoppable,negative,26
untimely,positive,26
unwanted,negative,26
unwanted,positive,26
upsetting,negative,26
valiant,positive,26
vamp,positive,26
venezuela,positive,26
ventures,negative,26
vidor,positive,26
violin,negative,26
vistas,positive,26
volatile,positive,26
wallet,positive,26
waltz,negative,26
weirdest,negative,26
werner,negative,26
werner,positive,26
whining,positive,26
whodunit,positive,26
whomever,negative,26
wipe,positive,26
wolverine,negative,26
worship,positive,26
wtc,positive,26
yourselves,positive,26
zenia,negative,26
16mm,positive,25
1943,negative,25
1949,negative,25
1958,negative,25
1962,negative,25
29,negative,25
3000,positive,25
31,positive,25
33,positive,25
5.1,positive,25
68,positive,25
6th,negative,25
abbey,negative,25
accompanies,positive,25
accomplice,positive,25
ackland,positive,25
addicts,positive,25
adjani,positive,25
adversary,positive,25
aerial,negative,25
affecting,negative,25
agnes,negative,25
alarm,positive,25
allusions,positive,25
amid,negative,25
amnesia,positive,25
anchorman,negative,25
andrea,negative,25
angered,negative,25
apathetic,negative,25
appealed,positive,25
arthur's,positive,25
ashes,positive,25
aspire,positive,25
assassinate,positive,25
assassinated,positive,25
assed,negative,25
athlete,positive,25
attracts,positive,25
atwill,negative,25
avp,negative,25
barren,negative,25
beep,positive,25
beery,positive,25
beggars,negative,25
belgium,positive,25
benedict,positive,25
bernie,negative,25
betsy,negative,25
bettany,positive,25
bewildered,positive,25
bilge,positive,25
blocks,negative,25
boggling,negative,25
boggling,positive,25
bouchet,positive,25
bourgeois,positive,25
boyd,positive,25
boyer,negative,25
brigade,positive,25
brodie,positive,25
brooke,negative,25
brothel,positive,25
bruckheimer,negative,25
budgeted,positive,25
buffoon,negative,25
bullitt,positive,25
bumps,negative,25
burr,negative,25
burrows,positive,25
buses,negative,25
c'mon,positive,25
caddyshack,negative,25
caller,negative,25
callous,positive,25
carlin,positive,25
carlyle,negative,25
carnal,positive,25
cat's,positive,25
caveman,negative,25
ceases,positive,25
ceo,negative,25
chained,positive,25
charitable,negative,25
cheapness,negative,25
cheesiness,positive,25
chevy,positive,25
chiller,negative,25
chuckled,negative,25
cky,positive,25
clara,negative,25
